"","X","...1","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"19",19,19,44827,"19_W_2",2168.8,1.348,6.367,6.367,"PHE",5.93685,5.20954801136381
"24",24,24,44828,"19_W_2",2169,1.258,6.865,6.865,"PHE",6.43485,5.61451704545406
"29",29,29,44829,"19_W_2",2169.2,1.205,6.833,6.833,"PHE",6.40285,5.48948607954522
"39",39,39,44831,"19_K_2",2170.7,1.533,7.205,7.205,"PHE",6.77485,5.67542414772754
"44",44,44,44832,"19_K_2",2171.3,1.435,6.847,6.847,"PHE",6.41685,5.2243931818178
"49",49,49,44833,"19_K_2",2172.1,1.384,6.528,6.528,"PHE",6.09785,4.81236221590896
"54",54,54,44834,"19_K_3",2174.2,1.593,6.813,6.813,"PHE",6.38285,5.00433125000012
"59",59,59,44835,"19_K_3",2175.3,1.431,6.451,6.451,"PHE",6.02085,4.54930028409128
"64",64,64,44836,"19_K_3",2176.7,1.396,6.013,6.013,"PHE",5.58285,4.01826931818244
"74",74,74,44838,"19_E_2",2183,1.379,6.856,6.856,"PHE",6.42585,4.67520738636386
"112",112,20,44846,"22_W_2",2171.7,1.497,5.418,5.418,"PHE",4.98785,4.61254090909092
"117",117,25,44847,"22_W_2",2171.9,1.452,6.65,6.65,"PHE",6.21985,5.84081619318182
"122",122,30,44848,"22_W_2",2170.7,1.411,4.701,4.701,"PHE",4.27085,3.88809147727272
"127",127,35,44849,"22_W_3",2173.8,2.229,5.108,5.108,"PHE",4.67785,4.29136676136362
"132",132,40,44850,"22_W_3",2175.1,2.054,5.268,5.268,"PHE",4.83785,4.44764204545452
"137",137,45,44851,"22_W_3",2176.5,1.93,4.25,4.25,"PHE",3.81985,3.42591732954542
"147",147,55,44856,"22_K_3",2208.1,1.727,5.103,5.103,"PHE",4.67285,4.26029374999994
"152",152,60,44857,"22_K_3",2216.2,1.593,3.626,3.626,"PHE",3.19585,2.77956903409084
"157",157,65,44858,"22_K_3",2215.2,1.573,6.076,6.076,"PHE",5.64585,5.22584431818174
"192",192,20,44868,"22_W_3",2172.6,2.362,4.617,4.617,"PHE",4.18685,4.03701818181818
"197",197,25,44869,"22_W_3",2172.3,2.215,5.269,5.269,"PHE",4.83885,4.66766136363632
"202",202,30,44870,"22_W_3",2172.6,1.98,5.032,5.032,"PHE",4.60185,4.40930454545458
"207",207,35,44871,"22_K_3",2172.3,1.804,4.323,4.323,"PHE",3.89285,3.67894772727272
"212",212,40,44872,"22_K_3",2172.8,1.722,4.205,4.205,"PHE",3.77485,3.53959090909087
"217",217,45,44873,"22_K_3",2172.8,1.577,3.139,3.139,"PHE",2.70885,2.45223409090912
"257",257,20,44890,"16_K_2",2169.2,1.381,4.312,4.312,"PHE",3.88185,4.0045863636361
"262",262,25,44891,"16_K_2",2168.6,1.263,4.237,4.237,"PHE",3.80685,3.9205008522725
"267",267,30,44892,"16_K_2",2169.6,1.232,3.689,3.689,"PHE",3.25885,3.36341534090885
"302",302,15,44912,"13_K_3",2171.7,1.771,2.07,2.07,"PHE",1.63985,1.59428539823045
"307",307,20,44913,"13_K_3",2170.5,1.606,1.682,1.682,"PHE",1.25185,1.15811283185875
"312",312,25,44914,"13_K_3",2171.7,1.492,1.23,1.23,"PHE",0.79985,0.657940265487041
"337",337,15,44930,"04_K_3",2171.3,2.01,5.348,5.348,"PHE",4.91785,4.99369565217339
"342",342,20,44931,"04_K_3",2171.3,1.832,3.196,3.196,"PHE",2.76585,2.74184387351774
"347",347,25,44932,"04_K_3",2170.7,1.655,3.558,3.558,"PHE",3.12785,3.00399209486118
"352",352,30,44933,"04_E_3",2170.7,1.347,3.367,3.367,"PHE",2.93685,2.71314031620554
"357",357,35,44934,"04_E_3",2170.5,1.224,2.86,2.86,"PHE",2.42985,2.10628853754898
"366",366,44,44940,"01_W_3",2172.3,1.598,7.11,7.11,"PHE",6.67985,5.75717786561237
"371",371,49,44941,"01_W_3",2175.5,1.62,7.87,7.87,"PHE",7.43985,6.41732608695672
"376",376,54,44942,"01_W_3",2176.7,1.608,8.818,8.818,"PHE",8.38785,7.26547430830016
"386",386,64,44944,"01_K_2",2188,1.648,7.02,7.02,"PHE",6.58985,5.26777075098796
"391",391,69,44945,"01_K_2",2194.1,1.592,8.52,8.52,"PHE",8.08985,6.66791897233231
"396",396,74,44946,"01_K_2",2200.4,1.533,9.081,9.081,"PHE",8.65085,7.12906719367575
"426",426,20,44952,"10_E_2",2170,1.613,5.038,5.038,"PHE",4.60785,4.45597727272665
"431",431,25,44953,"10_E_2",2170.5,1.562,4.651,4.651,"PHE",4.22085,4.02156392045411
"436",436,30,44954,"10_E_2",2169.8,1.482,4.514,4.514,"PHE",4.08385,3.83715056818111
"441",441,35,44955,"10_E_3",2171.1,1.611,3.293,3.293,"PHE",2.86285,2.56873721590857
"446",446,40,44956,"10_E_3",2170.7,1.429,2.863,2.863,"PHE",2.43285,2.09132386363602
"451",451,45,44957,"10_E_3",2170.9,1.347,2.819,2.819,"PHE",2.38885,1.99991051136303
"461",461,55,44962,"07_K_2",2171.9,1.238,4.713,4.713,"PHE",4.28285,3.65684374999941
"466",466,60,44963,"07_K_2",2173.6,1.207,9.463,9.463,"PHE",9.03285,8.35943039772686
"481",481,75,44966,"04_W_3",2187.2,2.057,7.764,7.764,"PHE",7.33385,6.51819034090878
"486",486,80,44967,"04_W_3",2192.6,1.819,7.951,7.951,"PHE",7.52085,6.65777698863624
"491",491,85,44968,"04_W_3",2199.5,1.782,9.208,9.208,"PHE",8.77785,7.86736363636324
"521",521,20,45193,"22_E_2_R",2171.7,1.597,2.795,2.795,"PHE",2.36485,1.88482926136291
"526",526,25,45194,"22_E_2_R",2171.3,1.482,3.254,3.254,"PHE",2.82385,2.23039204545344
"531",531,30,45195,"22_E_2_R",2171.9,1.396,4.205,4.205,"PHE",3.77485,3.06795482954397
"541",541,40,45200,"92_W_2",2172.3,1.908,7.478,7.478,"PHE",7.04785,5.77376874999934
"546",546,45,45201,"92_W_2",2172.1,1.716,9.733,9.733,"PHE",9.30285,7.91533153408987
"551",551,50,45202,"92_W_2",2172.1,1.633,8.696,8.696,"PHE",8.26585,6.76489431818131
"586",586,20,45869,"04_E_2",2178.2,4.064,5.335,5.335,"PHE",4.90485,5.02100909090815
"591",591,25,45870,"04_E_2",2179.2,3.528,4.562,4.562,"PHE",4.13185,4.17404943181706
"596",596,30,45871,"04_E_2",2178.6,3.079,6.403,6.403,"PHE",5.97285,5.94108977272642
"601",601,35,45872,"10_K_2",2172.3,1.621,2.765,2.765,"PHE",2.33485,2.22913011363534
"606",606,40,45873,"10_K_2",2173,1.486,4.237,4.237,"PHE",3.80685,3.6271704545447
"611",611,45,45874,"10_K_2",2174,1.381,4.681,4.681,"PHE",4.25085,3.99721079545362
"621",621,55,45879,"07_E_2",2179.7,1.557,7.092,7.092,"PHE",6.66185,6.03841249999954
"626",626,60,45880,"07_E_2",2177.8,1.492,8.13,8.13,"PHE",7.69985,7.00245284090845
"631",631,65,45881,"07_E_2",2179.5,1.426,7.115,7.115,"PHE",6.68485,5.91349318181782
"666",666,20,45891,"04_W_2",2176.1,2.862,4.053,4.053,"PHE",3.62285,3.58378181817914
"671",671,25,45892,"04_W_2",2175.9,2.491,3.629,3.629,"PHE",3.19885,3.03956363636112
"676",676,30,45893,"04_W_2",2175.7,2.203,4.253,4.253,"PHE",3.82285,3.5433454545431
"681",681,35,45894,"01_E_2",2176.7,2.839,5.405,5.405,"PHE",4.97485,4.57512727272509
"686",686,40,45895,"01_E_2",2177.4,2.832,6.725,6.725,"PHE",6.29485,5.77490909090707
"691",691,45,45896,"01_E_2",2177.8,2.931,6.906,6.906,"PHE",6.47585,5.83569090908905
"701",701,55,45898,"01_K_3",2177.8,2.001,7.331,7.331,"PHE",6.90085,6.02025454545301
"706",706,60,45899,"01_K_3",2181.3,1.927,7.502,7.502,"PHE",7.07185,6.071036363635
"711",711,65,45900,"01_K_3",2183.8,1.908,8.328,8.328,"PHE",7.89785,6.77681818181698
"716",716,70,45901,"98_W_2",2185.3,1.402,8.273,8.273,"PHE",7.84285,6.60159999999896
"721",721,75,45902,"98_W_2",2191.4,1.306,9.027,9.027,"PHE",8.59685,7.23538181818094
"726",726,80,45903,"98_W_2",2197,1.311,8.547,8.547,"PHE",8.11685,6.63516363636202
"736",736,90,45905,"98_K_2",2218.7,1.891,8.397,8.397,"PHE",7.96685,6.24472727272598
"741",741,95,45906,"98_K_2",2226.9,1.849,10.008,10.008,"PHE",9.57785,7.73550909090796
"746",746,100,45907,"98_K_2",2237.3,2.005,9.332,9.332,"PHE",8.90185,6.93929090908994
"776",776,20,45913,"98_E_2",2177.8,3.185,2.59,2.59,"PHE",2.15985,1.99690909090795
"781",781,25,45914,"98_E_2",2177.4,2.691,3.473,3.473,"PHE",3.04285,2.80656818181714
"786",786,30,45915,"98_E_2",2177.2,2.566,3.093,3.093,"PHE",2.66285,2.35322727272634
"791",791,35,45916,"10_W_2",2175.1,1.913,4.273,4.273,"PHE",3.84285,3.45988636363554
"796",796,40,45917,"10_W_2",2174.4,1.844,4.82,4.82,"PHE",4.38985,3.93354545454474
"801",801,45,45918,"10_W_2",2175.3,1.825,7.573,7.573,"PHE",7.14285,6.61320454545348
"811",811,55,45920,"04_K_2",2183.6,2.921,9.608,9.608,"PHE",9.17785,8.50152272727188
"816",816,60,45921,"04_K_2",2188,2.787,10.101,10.101,"PHE",9.67085,8.92118181818107
"821",821,65,45922,"04_K_2",2193.2,2.677,9.974,9.974,"PHE",9.54385,8.72084090909027
"826",826,70,45923,"01_E_3",2203.9,4.566,7.971,7.971,"PHE",7.54085,6.64449999999947
"831",831,75,45924,"01_E_3",2215,4.196,8.906,8.906,"PHE",8.47585,7.50615909090821
"836",836,80,45925,"01_E_3",2229.4,4.187,9.02,9.02,"PHE",8.58985,7.54681818181741
"846",846,90,45927,"13_K_2",2251.1,1.916,7.928,7.928,"PHE",7.49785,6.3081363636358
"851",851,95,45928,"13_K_2",2268.3,1.902,7.932,7.932,"PHE",7.50185,6.238795454545
"856",856,100,45929,"13_K_2",2276.8,1.68,6.997,6.997,"PHE",6.56685,5.2304545454542
"886",886,20,45935,"13_E_2",2174,2.177,2.556,2.556,"PHE",2.12585,2.18819545454335
"891",891,25,45936,"13_E_2",2174.6,1.978,1.903,1.903,"PHE",1.47285,1.44675028408872
"896",896,30,45937,"13_E_2",2178,1.809,1.647,1.647,"PHE",1.21685,1.10230511363454
"901",901,35,45938,"13_E_3",2178,2.922,2.693,2.693,"PHE",2.26285,2.05985994317991
"906",906,40,45939,"13_E_3",2178.2,2.804,4.538,4.538,"PHE",4.10785,3.81641477272527
"911",911,45,45940,"13_E_3",2178.4,2.716,4.989,4.989,"PHE",4.55885,4.17896960227109
"951",951,20,45957,"95_K_2",2175.7,3.069,4.178,4.178,"PHE",3.74785,3.81676363636341
"956",956,25,45958,"95_K_2",2175.5,2.796,3.814,3.814,"PHE",3.38385,3.34083977272686
"961",961,30,45959,"95_K_2",2175.5,2.673,3.456,3.456,"PHE",3.02585,2.87091590909031
"966",966,35,45960,"95_E_2",2176.9,2.6,4.113,4.113,"PHE",3.68285,3.41599204545377
"971",971,40,45961,"95_E_2",2176.9,2.526,5.442,5.442,"PHE",5.01185,4.63306818181813
"976",976,45,45962,"95_E_2",2178,2.596,7.168,7.168,"PHE",6.73785,6.24714431818158
"986",986,55,45964,"95_E_3",2177.2,1.412,8.96,8.96,"PHE",8.52985,7.81529659090848
"991",991,60,45965,"95_E_3",2183,1.313,10.695,10.695,"PHE",10.26485,9.43837272727285
"996",996,65,45966,"95_E_3",2189.7,1.313,8.76,8.76,"PHE",8.32985,7.3914488636363
"1001",1001,70,45967,"13_W_3",2198.5,2.176,6.791,6.791,"PHE",6.36085,5.31052499999975
"1006",1006,75,45968,"13_W_3",2208.1,2.209,7.961,7.961,"PHE",7.53085,6.3686011363632
"1011",1011,80,45969,"13_W_3",2221,2.121,7.695,7.695,"PHE",7.26485,5.99067727272756
"1021",1021,90,45971,"13_W_2",2249.7,2.739,7.692,7.692,"PHE",7.26185,5.76382954545447
"1026",1026,95,45972,"13_W_2",2261.2,2.588,6.833,6.833,"PHE",6.40285,4.79290568181883
"1031",1031,100,45973,"13_W_2",2278.1,3.985,9.691,9.691,"PHE",9.26085,7.53898181818228
"1061",1061,20,46460,"89_W_2",2175.3,3.019,3.63,3.63,"PHE",3.19985,3.22974999999899
"1066",1066,25,46461,"89_W_2",2175.1,2.764,4.646,4.646,"PHE",4.21585,4.18201562499903
"1071",1071,30,46462,"89_W_2",2175.1,2.29,3.298,3.298,"PHE",2.86785,2.77028124999906
"1076",1076,35,46463,"89_E_3",2179,3.129,0.997,0.997,"PHE",0.56685,0.405546874999092
"1081",1081,40,46464,"89_E_3",2178.8,2.948,3.76,3.76,"PHE",3.32985,3.10481249999912
"1086",1086,45,46465,"89_E_3",2178.8,3.034,4.71,4.71,"PHE",4.27985,3.99107812499916
"1096",1096,55,46467,"89_K_2",2177.6,2.711,6.775,6.775,"PHE",6.34485,5.92860937499922
"1101",1101,60,46468,"89_K_2",2181.5,2.674,8.442,8.442,"PHE",8.01185,7.53187499999926
"1106",1106,65,46469,"89_K_2",2178.4,2.724,8.89,8.89,"PHE",8.45985,7.91614062499929
"1111",1111,70,46470,"89_E_2",2180.5,2.778,6.484,6.484,"PHE",6.05385,5.44640624999932
"1116",1116,75,46471,"89_E_2",2182.4,2.81,7.264,7.264,"PHE",6.83385,6.16267187499935
"1121",1121,80,46472,"89_E_2",2186.1,2.636,7.321,7.321,"PHE",6.89085,6.15593749999939
"1156",1156,20,46482,"92_E_2",2175.5,3.337,5.542,5.542,"PHE",5.11185,5.0820136363633
"1161",1161,25,46483,"92_E_2",2175.9,3.074,4.115,4.115,"PHE",3.68485,3.58313664772667
"1166",1166,30,46484,"92_E_2",2176.7,2.764,3.062,3.062,"PHE",2.63185,2.45825965909049
"1171",1171,35,46485,"89_W_3",2172.8,1.927,3.811,3.811,"PHE",3.38085,3.13538267045386
"1176",1176,40,46486,"89_W_3",2174,1.804,4.36,4.36,"PHE",3.92985,3.61250568181768
"1181",1181,45,46487,"89_W_3",2174.2,1.77,6.04,6.04,"PHE",5.60985,5.22062869318151
"1191",1191,55,46489,"93_K_2",2181.8,4.028,6.879,6.879,"PHE",6.44885,5.9158747159087
"1196",1196,60,46490,"93_K_2",2183.6,3.965,7.622,7.622,"PHE",7.19185,6.58699772727252
"1201",1201,65,46491,"93_K_2",2188.4,4.019,7.956,7.956,"PHE",7.52585,6.84912073863589
"1206",1206,70,46492,"84_W_2",2190.1,1.795,8.424,8.424,"PHE",7.99385,7.24524374999971
"1211",1211,75,46493,"84_W_2",2201.2,1.664,8.817,8.817,"PHE",8.38685,7.56636676136354
"1216",1216,80,46494,"84_W_2",2210.2,1.552,6.498,6.498,"PHE",6.06785,5.1754897727269
"1226",1226,90,46496,"80_W_2",2236.5,1.302,6.491,6.491,"PHE",6.06085,5.02473579545455
"1264",1264,20,46504,"77_W_3",2177.2,3.783,1.594,1.594,"PHE",1.16385,1.18113636363636
"1269",1269,25,46505,"77_W_3",2176.9,3.541,1.644,1.644,"PHE",1.21385,1.21742897727272
"1274",1274,30,46506,"77_W_3",2176.3,3.306,2.233,2.233,"PHE",1.80285,1.79272159090907
"1279",1279,35,46507,"80_K_2",2177.4,3.124,4.406,4.406,"PHE",3.97585,3.95201420454542
"1284",1284,40,46508,"80_K_2",2177.8,2.696,2.694,2.694,"PHE",2.26385,2.22630681818177
"1289",1289,45,46509,"80_K_2",2177.6,2.398,4.513,4.513,"PHE",4.08285,4.03159943181812
"1299",1299,55,46511,"77_W_2",2179.5,2.902,4.964,4.964,"PHE",4.53385,4.45518465909082
"1304",1304,60,46512,"77_W_2",2179.5,2.927,4.968,4.968,"PHE",4.53785,4.44547727272717
"1309",1309,65,46513,"77_W_2",2179.9,3.033,6.019,6.019,"PHE",5.58885,5.48276988636364
"1314",1314,70,46514,"86_E_2",2177.8,1.992,8.102,8.102,"PHE",7.67185,7.55206249999999
"1319",1319,75,46515,"86_E_2",2180.9,1.691,6.398,6.398,"PHE",5.96785,5.83435511363634
