"","...1","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1214",78,46494,"84_W_2",1557.1,5.77,14.106,14.106,"NOR",13.67585,14.26055
"1215",79,46494,"84_W_2",2108.4,6.266,22.318,22.318,"GLU",21.88785,21.6848443181814
"1216",80,46494,"84_W_2",2210.2,1.552,6.498,6.498,"PHE",6.06785,5.1754897727269
"1217",81,46495,"5AA",1322.6,21.796,0.151,0.151,"ALA",-0.27915,-0.730410227272727
"1218",82,46495,"5AA",1443.4,13.216,0.067,0.067,"VAL",-0.36315,-0.278014204545365
"1219",83,46495,"5AA",1579.4,20.576,14.908,14.908,"NOR",14.47785,15.0917125
"1220",84,46495,"5AA",2135.8,14.469,-1.801,-1.801,"GLU",-2.23115,-2.48463039772788
"1221",85,46495,"5AA",2239.2,12.734,-3.483,-3.483,"PHE",-3.91315,-4.87738721590927
"1222",86,46496,"80_W_2",1324.6,5.165,21.385,21.385,"ALA",20.95485,20.4990113636363
"1223",87,46496,"80_W_2",1448,3.904,14.217,14.217,"VAL",13.78685,13.8479602272727
"1224",88,46496,"80_W_2",1577.5,4.121,14.368,14.368,"NOR",13.93785,14.580875
"1225",89,46496,"80_W_2",2135.8,3.796,21.285,21.285,"GLU",20.85485,20.5508948863632
"1226",90,46496,"80_W_2",2236.5,1.302,6.491,6.491,"PHE",6.06085,5.02473579545455
"1227",91,46497,"80_W_2",1334.7,4.609,21.167,21.167,"ALA",20.73685,20.2764329545455
"1228",92,46497,"80_W_2",1457.8,4.718,12.626,12.626,"VAL",12.19585,12.2329346590909
"1229",93,46497,"80_W_2",1586.3,3.071,17.337,17.337,"NOR",16.90685,17.5790374999999
"1230",94,46497,"80_W_2",2145.6,3.427,20.985,20.985,"GLU",20.55485,20.2004201704539
"1231",95,46498,"80_W_2",1341.4,4.348,20.842,20.842,"ALA",20.41185,19.9468545454546
"1232",96,46498,"80_W_2",1464.7,4.916,12.054,12.054,"VAL",11.62385,11.6369090909092
"1233",97,46498,"80_W_2",1593,3.56,14.395,14.395,"NOR",13.96485,14.6661999999999
"1234",98,46498,"80_W_2",2155.6,3.198,18.505,18.505,"GLU",18.07485,17.669945454545
"1235",99,46499,"5AA",1358.9,20.414,-0.986,-0.986,"ALA",-1.41615,-1.88572386363637
"1236",100,46499,"5AA",1479.9,15.282,-0.374,-0.374,"VAL",-0.80415,-0.815116477272787
"1237",101,46499,"5AA",1615.2,19.091,14.106,14.106,"NOR",13.67585,14.4063624999999
"1238",102,46499,"5AA",2180.9,12.603,-2.025,-2.025,"GLU",-2.45515,-2.91052926136384
"1239",103,46499,"5AA",2278.3,12.862,-3.116,-3.116,"PHE",-3.54615,-4.79789517045489
"1240",104,46500,"5AA",1366.9,19.781,-1.226,-1.226,"ALA",-1.65615,-2.13030227272727
"1241",105,46500,"5AA",1487.9,14.713,-0.365,-0.365,"VAL",-0.79515,-0.830142045454528
"1242",106,46500,"5AA",1623.5,18.135,13.49,13.49,"NOR",13.05985,13.8195249999997
"1243",107,46500,"5AA",2191.2,12.541,-2.817,-2.817,"GLU",-3.24715,-3.75300397727317
"1244",108,46500,"5AA",2287.5,13.802,-3.654,-3.654,"PHE",-4.08415,-5.40777215909107
"1245",1,46501,"5AA",1281,35.305,-0.76,-0.76,"ALA",-1.19015,-1.73196448863606
"1246",2,46501,"5AA",1401.1,21.823,-0.724,-0.724,"VAL",-1.15415,-0.817718181817864
"1247",3,46501,"5AA",1539.7,38.077,14.396,14.396,"NOR",13.96585,13.8684718750017
"1248",4,46501,"5AA",2078.7,20.763,-3.45,-3.45,"GLU",-3.88015,-3.35568124999976
"1249",5,46501,"5AA",2191.8,19.416,-4.908,-4.908,"PHE",-5.33815,-5.27974147727269
"1250",6,46502,"5AA",1281.8,33.069,-0.758,-0.758,"ALA",-1.18815,-1.67528693181786
"1251",7,46502,"5AA",1401.8,20.592,-0.717,-0.717,"VAL",-1.14715,-0.753109090908454
"1252",8,46502,"5AA",1540.5,37.031,14.666,14.666,"NOR",14.23585,14.2539312500015
"1253",9,46502,"5AA",2079.3,20.446,-2.922,-2.922,"GLU",-3.35215,-2.81588749999972
"1254",10,46502,"5AA",2192.6,18.97,-4.627,-4.627,"PHE",-5.05715,-5.01244886363634
"1255",11,46503,"5AA",1281.2,31.752,-1.044,-1.044,"ALA",-1.47415,-1.90660937499965
"1256",12,46503,"5AA",1401.3,19.661,-0.789,-0.789,"VAL",-1.21915,-0.7674999999995
"1257",13,46503,"5AA",1539.9,35.361,14.629,14.629,"NOR",14.19885,14.3323906250013
"1258",14,46503,"5AA",2078.7,20.247,-3.356,-3.356,"GLU",-3.78615,-3.2380937499998
"1259",15,46503,"5AA",2191.8,18.525,-4.73,-4.73,"PHE",-5.16015,-5.12915624999999
"1260",16,46504,"77_W_3",1277.2,15.994,21.826,21.826,"ALA",21.39585,21.0180681818186
"1261",17,46504,"77_W_3",1399,8.047,20.287,20.287,"VAL",19.85685,20.3661090909095
"1262",18,46504,"77_W_3",1525.5,4.55,12.597,12.597,"NOR",12.16685,12.4158500000019
"1263",19,46504,"77_W_3",2068.3,10.773,21.817,21.817,"GLU",21.38685,21.9467000000002
"1264",20,46504,"77_W_3",2177.2,3.783,1.594,1.594,"PHE",1.16385,1.18113636363636
"1265",21,46505,"77_W_3",1276.8,14.855,21.444,21.444,"ALA",21.01385,20.6907457386368
"1266",22,46505,"77_W_3",1398.8,7.855,19.853,19.853,"VAL",19.42285,19.9897181818184
"1267",23,46505,"77_W_3",1525.3,4.298,12.392,12.392,"NOR",11.96185,12.3263093750017
"1268",24,46505,"77_W_3",2067.8,10.157,21.721,21.721,"GLU",21.29085,21.8624937500002
"1269",25,46505,"77_W_3",2176.9,3.541,1.644,1.644,"PHE",1.21385,1.21742897727272
"1270",26,46506,"77_W_3",1276.6,14.194,21.423,21.423,"ALA",20.99285,20.724423295455
"1271",27,46506,"77_W_3",1398.4,7.784,18.955,18.955,"VAL",18.52485,19.1493272727278
"1272",28,46506,"77_W_3",1524.9,4.172,12.664,12.664,"NOR",12.23385,12.7137687500015
"1273",29,46506,"77_W_3",2067.4,9.844,21.394,21.394,"GLU",20.96385,21.5472875000002
"1274",30,46506,"77_W_3",2176.3,3.306,2.233,2.233,"PHE",1.80285,1.79272159090907
"1275",31,46507,"80_K_2",1272.4,5.891,23.021,23.021,"ALA",22.59085,22.3771008522727
"1276",32,46507,"80_K_2",1395.7,3.86,14.802,14.802,"VAL",14.37185,15.0539363636368
"1277",33,46507,"80_K_2",1524,3.974,11.564,11.564,"NOR",11.13385,11.7292281250013
"1278",34,46507,"80_K_2",2075,14.216,23.17,23.17,"GLU",22.73985,23.3350812500001
"1279",35,46507,"80_K_2",2177.4,3.124,4.406,4.406,"PHE",3.97585,3.95201420454542
"1280",36,46508,"80_K_2",1272.8,5.379,23.317,23.317,"ALA",22.88685,22.7277784090909
"1281",37,46508,"80_K_2",1396.1,5.464,13.962,13.962,"VAL",13.53185,14.2715454545457
"1282",38,46508,"80_K_2",1524.4,1.422,14.727,14.727,"NOR",14.29685,15.007687500001
"1283",39,46508,"80_K_2",2075.4,13.06,22.93,22.93,"GLU",22.49985,23.1068750000002
"1284",40,46508,"80_K_2",2177.8,2.696,2.694,2.694,"PHE",2.26385,2.22630681818177
"1285",41,46509,"80_K_2",1272.6,4.799,23.089,23.089,"ALA",22.65885,22.5544559659091
"1286",42,46509,"80_K_2",1395.7,5.106,10.517,10.517,"VAL",10.08685,10.8841545454547
"1287",43,46509,"80_K_2",1524.2,1.194,23.109,23.109,"NOR",22.67885,23.5051468750008
"1288",44,46509,"80_K_2",2075,12.128,23.684,23.684,"GLU",23.25385,23.8726687500001
"1289",45,46509,"80_K_2",2177.6,2.398,4.513,4.513,"PHE",4.08285,4.03159943181812
"1290",46,46510,"5AA",1282.8,24.372,-0.807,-0.807,"ALA",-1.23715,-1.28686647727267
"1291",47,46510,"5AA",1403,13.983,-0.993,-0.993,"VAL",-1.42315,-0.56823636363591
"1292",48,46510,"5AA",1541.6,26.139,15.223,15.223,"NOR",14.79285,15.7346062500015
"1293",49,46510,"5AA",2081,15.686,-3.037,-3.037,"GLU",-3.46715,-2.83653749999987
"1294",50,46510,"5AA",2194.1,14.039,-4.104,-4.104,"PHE",-4.53415,-4.59910795454553
"1295",51,46511,"77_W_2",1283.9,16.569,23.177,23.177,"ALA",22.74685,22.7518110795455
"1296",52,46511,"77_W_2",1375.4,71.105,5.861,5.861,"VAL",5.43085,6.34337272727304
"1297",53,46511,"77_W_2",1528.2,8.152,13.354,13.354,"NOR",12.92385,13.9810656250013
"1298",54,46511,"77_W_2",2077.3,12.548,22.989,22.989,"GLU",22.55885,23.20125625
"1299",55,46511,"77_W_2",2179.5,2.902,4.964,4.964,"PHE",4.53385,4.45518465909082
"1300",56,46512,"77_W_2",1283.5,17.765,23.497,23.497,"ALA",23.06685,23.1264886363637
"1301",57,46512,"77_W_2",1374.6,71.707,5.932,5.932,"VAL",5.50185,6.471981818182
"1302",58,46512,"77_W_2",1528,4.46,16.016,16.016,"NOR",15.58585,16.758525000001
"1303",59,46512,"77_W_2",2076.8,12.39,23.272,23.272,"GLU",22.84185,23.4960500000001
"1304",60,46512,"77_W_2",2179.5,2.927,4.968,4.968,"PHE",4.53785,4.44547727272717
"1305",61,46513,"77_W_2",1284.1,19.077,23.867,23.867,"ALA",23.43685,23.5511661931819
"1306",62,46513,"77_W_2",1405.9,11.91,15.301,15.301,"VAL",14.87085,15.898590909091
"1307",63,46513,"77_W_2",1528.8,4.87,15.296,15.296,"NOR",14.86585,16.1539843750008
"1308",64,46513,"77_W_2",2078.1,12.933,23.257,23.257,"GLU",22.82685,23.49284375
"1309",65,46513,"77_W_2",2179.9,3.033,6.019,6.019,"PHE",5.58885,5.48276988636364
"1310",66,46514,"86_E_2",1280.1,12.274,24.161,24.161,"ALA",23.73085,23.8998437500002
"1311",67,46514,"86_E_2",1402,8.092,15.308,15.308,"VAL",14.87785,15.9631999999999
"1312",68,46514,"86_E_2",1528.8,7.014,14.377,14.377,"NOR",13.94685,15.3504437500006
"1313",69,46514,"86_E_2",2073.1,9.01,23.717,23.717,"GLU",23.28685,23.9646374999999
"1314",70,46514,"86_E_2",2177.8,1.992,8.102,8.102,"PHE",7.67185,7.55206249999999
"1315",71,46515,"86_E_2",1282.2,11.052,23.45,23.45,"ALA",23.01985,23.2435213068179
"1316",72,46515,"86_E_2",1404.1,7.765,15.246,15.246,"VAL",14.81585,15.9588090909093
"1317",73,46515,"86_E_2",1531.1,6.658,13.995,13.995,"NOR",13.56485,15.0839031250004
"1318",74,46515,"86_E_2",2076.4,7.876,24.502,24.502,"GLU",24.07185,24.76143125
"1319",75,46515,"86_E_2",2180.9,1.691,6.398,6.398,"PHE",5.96785,5.83435511363634
"1320",76,46516,"86_E_2",1284.3,10.237,23.361,23.361,"ALA",22.93085,23.2091988636361
"1321",77,46516,"86_E_2",1406.2,5.654,13.666,13.666,"VAL",13.23585,14.4364181818183
"1322",78,46516,"86_E_2",1533.6,5.272,11.244,11.244,"NOR",10.81385,12.448362500001
"1323",79,46516,"86_E_2",2080.2,8.038,23.903,23.903,"GLU",23.47285,24.1742249999999
"1324",80,46516,"86_E_2",2183.8,1.721,8.336,8.336,"PHE",7.90585,7.75864772727269
"1325",81,46517,"5AA",1290.6,21.165,-0.361,-0.361,"ALA",-0.79115,-0.458123579545684
"1326",82,46517,"5AA",1410.8,12.546,-0.509,-0.509,"VAL",-0.93915,0.319027272727226
"1327",83,46517,"5AA",1549.7,24.007,14.403,14.403,"NOR",13.97285,15.7228218750008
"1328",84,46517,"5AA",2094.4,14.491,-2.622,-2.622,"GLU",-3.05215,-2.33898125000006
"1329",85,46517,"5AA",2204.7,12.511,-3.464,-3.464,"PHE",-3.89415,-4.05505965909096
"1330",86,46518,"83_K_2",1274.1,6.225,21.2,21.2,"ALA",20.76985,21.1575539772725
"1331",87,46518,"83_K_2",1396.3,5.371,13.481,13.481,"VAL",13.05085,14.3666363636362
"1332",88,46518,"83_K_2",1525.1,4.382,15.225,15.225,"NOR",14.79485,16.6602812500006
"1333",89,46518,"83_K_2",2062.8,4.151,21.05,21.05,"GLU",20.61985,21.3448124999999
"1334",90,46518,"83_K_2",2175.7,1.526,4.561,4.561,"PHE",4.13085,3.95623295454539
"1335",91,46519,"83_K_2",1277.6,5.601,20.388,20.388,"ALA",19.95785,20.4002315340907
"1336",92,46519,"83_K_2",1399.9,5.229,13.525,13.525,"VAL",13.09485,14.4682454545456
"1337",93,46519,"83_K_2",1528.8,3.496,18.146,18.146,"NOR",17.71585,19.6967406250004
"1338",94,46519,"83_K_2",2069.1,3.895,20.228,20.228,"GLU",19.79785,20.5346062499999
"1339",95,46520,"83_K_2",1285.8,5.357,20.091,20.091,"ALA",19.66085,20.1579090909089
"1340",96,46520,"83_K_2",1408.5,5.491,16.122,16.122,"VAL",15.69185,17.1228545454545
"1341",97,46520,"83_K_2",1538,5.242,17.592,17.592,"NOR",17.16185,19.2582000000001
"1342",98,46520,"83_K_2",2083.9,3.591,18.969,18.969,"GLU",18.53885,19.2873999999998
"1343",99,46521,"5AA",1309.8,19.476,-1.866,-1.866,"ALA",-2.29615,-1.74441335227286
"1344",100,46521,"5AA",1430.6,12.876,-1.278,-1.278,"VAL",-1.70815,-0.219536363636502
"1345",101,46521,"5AA",1569,18.172,11.987,11.987,"NOR",11.55685,13.7686593749999
"1346",102,46521,"5AA",2124.7,12.944,-3.562,-3.562,"GLU",-3.99215,-3.23180625000014
"1347",103,46521,"5AA",2230.2,10.937,-5.624,-5.624,"PHE",-6.05415,-6.26988920454555
"1348",104,46522,"5AA",1322.8,20.099,-2.643,-2.643,"ALA",-3.07315,-2.46673579545466
"1349",105,46522,"5AA",1443.4,11.005,-2.999,-2.999,"VAL",-3.42915,-1.88292727272755
"1350",106,46522,"5AA",1580.7,17.255,11.817,11.817,"NOR",11.38685,13.7141187500006
"1351",107,46522,"5AA",2141.2,13.675,-3.819,-3.819,"GLU",-4.24915,-3.47701250000021
"1352",108,46522,"5AA",2244,13.856,-4.023,-4.023,"PHE",-4.45315,-4.6825965909092
"1353",1,46554,"5AA",1273.6,20.554,-0.65,-0.65,"ALA",-1.08015,-1.41349999999991
"1354",2,46554,"5AA",1395.3,14.143,-0.648,-0.648,"VAL",-1.07815,-0.54623068181805
"1355",3,46554,"5AA",1532,25.259,14.867,14.867,"NOR",14.43685,14.4848053977269
"1356",4,46554,"5AA",2065.5,12.792,-3.507,-3.507,"GLU",-3.93715,-3.21292159090842
"1357",5,46554,"5AA",2181.8,11.943,-5.502,-5.502,"PHE",-5.93215,-5.37507073863572
"1358",6,46555,"5AA",1275.9,19.179,-0.978,-0.978,"ALA",-1.40815,-1.74399999999991
"1359",7,46555,"5AA",1397.8,13.075,-0.914,-0.914,"VAL",-1.34415,-0.816584090908974
"1360",8,46555,"5AA",1534.3,23.935,14.753,14.753,"NOR",14.32285,14.4003323863631
"1361",9,46555,"5AA",2067.6,12.206,-3.021,-3.021,"GLU",-3.45115,-2.79092954545352
"1362",10,46555,"5AA",2184.3,11.791,-4.883,-4.883,"PHE",-5.31315,-4.82932443181758
"1363",11,46556,"5AA",1275.9,18.79,-0.932,-0.932,"ALA",-1.36215,-1.70049999999992
"1364",12,46556,"5AA",1397.6,12.945,-0.602,-0.602,"VAL",-1.03215,-0.508937499999871
"1365",13,46556,"5AA",1534.3,23.453,14.819,14.819,"NOR",14.38885,14.4958593749996
"1366",14,46556,"5AA",2067.4,12.104,-3.125,-3.125,"GLU",-3.55515,-2.95893749999908
"1367",15,46556,"5AA",2183.8,11.525,-4.952,-4.952,"PHE",-5.38215,-4.97157812499945
"1368",16,46557,"10_W_2_R",1274.9,13.554,23.777,23.777,"ALA",23.34685,23.0060000000001
"1369",17,46557,"10_W_2_R",1396.7,5.711,20.863,20.863,"VAL",20.43285,20.9517090909092
"1370",18,46557,"10_W_2_R",1524.7,5.735,13.807,13.807,"NOR",13.37685,13.5133863636361
"1371",19,46557,"10_W_2_R",2064.3,9.926,24.217,24.217,"GLU",23.78685,24.3190545454554
"1372",20,46557,"10_W_2_R",2172.3,2.508,4.587,4.587,"PHE",4.15685,4.49416818181868
"1373",21,46558,"10_W_2_R",1274.3,12.939,23.466,23.466,"ALA",23.03585,22.6925000000001
"1374",22,46558,"10_W_2_R",1396.3,5.793,20.8,20.8,"VAL",20.36985,20.8843556818183
"1375",23,46558,"10_W_2_R",1524.2,5.456,13.822,13.822,"NOR",13.39185,13.5579133522723
"1376",24,46558,"10_W_2_R",2063.9,9.61,23.902,23.902,"GLU",23.47185,23.9400465909098
"1377",25,46558,"10_W_2_R",2171.9,2.407,5.363,5.363,"PHE",4.93285,5.19691448863681
"1378",26,46559,"10_W_2_R",1274.9,12.518,22.834,22.834,"ALA",22.40385,22.0580000000001
"1379",27,46559,"10_W_2_R",1396.7,5.86,19.961,19.961,"VAL",19.53085,20.0410022727274
"1380",28,46559,"10_W_2_R",1524.9,5.288,13.175,13.175,"NOR",12.74485,12.9404403409088
"1381",29,46559,"10_W_2_R",2064.3,9.253,23.292,23.292,"GLU",22.86185,23.2660386363642
"1382",30,46559,"10_W_2_R",2172.6,2.347,3.89,3.89,"PHE",3.45985,3.65066079545494
"1383",31,46560,"04_E_2_R",1279.5,20.267,22.92,22.92,"ALA",22.48985,22.1415
"1384",32,46560,"04_E_2_R",1400.9,8.802,19.379,19.379,"VAL",18.94885,19.4546488636365
"1385",33,46560,"04_E_2_R",1525.7,5.657,12.652,12.652,"NOR",12.22185,12.446967329545
"1386",34,46560,"04_E_2_R",2072.2,14.437,23.294,23.294,"GLU",22.86385,23.2040306818191
"1387",35,46560,"04_E_2_R",2175.3,3.302,4.536,4.536,"PHE",4.10585,4.22340710227307
"1388",36,46561,"04_E_2_R",1278.9,19.411,23.383,23.383,"ALA",22.95285,22.602
"1389",37,46561,"04_E_2_R",1400.3,7.625,16.353,16.353,"VAL",15.92285,16.4242954545455
"1390",38,46561,"04_E_2_R",1525.3,3.189,9.676,9.676,"NOR",9.24585,9.50049431818146
"1391",39,46561,"04_E_2_R",2072,13.735,23.498,23.498,"GLU",23.06785,23.3440227272736
"1392",40,46561,"04_E_2_R",2175.1,2.942,3.982,3.982,"PHE",3.55185,3.5961534090912
"1393",41,46562,"04_E_2_R",1279.1,17.946,23.454,23.454,"ALA",23.02385,22.6705
"1394",42,46562,"04_E_2_R",1400.3,11.326,16.502,16.502,"VAL",16.07185,16.5689420454546
"1395",43,46562,"04_E_2_R",1525.7,4.257,13.988,13.988,"NOR",13.55785,13.8420213068179
"1396",44,46562,"04_E_2_R",2072.2,12.758,23.623,23.623,"GLU",23.19285,23.405014772728
"1397",45,46562,"04_E_2_R",2175.5,2.625,3.925,3.925,"PHE",3.49485,3.46589971590934
"1398",46,46563,"5AA",1276.4,15.077,-1.003,-1.003,"ALA",-1.43315,-1.78899999999996
"1399",47,46563,"5AA",1398,9.534,-1.09,-1.09,"VAL",-1.52015,-1.02741136363629
"1400",48,46563,"5AA",1534.7,17.151,14.576,14.576,"NOR",14.14585,14.4595482954542
"1401",49,46563,"5AA",2068.1,9.632,-3.242,-3.242,"GLU",-3.67215,-3.52399318181754
"1402",50,46563,"5AA",2184.7,9.07,-4.263,-4.263,"PHE",-4.69315,-4.79535397727253
"1403",51,46564,"22_K_3_R",1273.4,9.2,22.51,22.51,"ALA",22.07985,21.7215
"1404",52,46564,"22_K_3_R",1395.1,8.762,12.957,12.957,"VAL",12.52685,13.0152352272728
"1405",53,46564,"22_K_3_R",1523.8,7.114,13.469,13.469,"NOR",13.03885,13.3820752840906
"1406",54,46564,"22_K_3_R",2063.7,7.878,23.622,23.622,"GLU",23.19185,23.2759988636369
"1407",55,46564,"22_K_3_R",2171.3,1.549,3.47,3.47,"PHE",3.03985,2.86439232954605
"1408",56,46565,"22_K_3_R",1274.1,8.98,23.603,23.603,"ALA",23.17285,22.812
"1409",57,46565,"22_K_3_R",1395.7,8.508,13.527,13.527,"VAL",13.09685,13.5808818181819
"1410",58,46565,"22_K_3_R",1524.7,7.089,14.154,14.154,"NOR",13.72385,14.0966022727271
"1411",59,46565,"22_K_3_R",2064.1,7.676,23.783,23.783,"GLU",23.35285,23.3729909090918
"1412",60,46565,"22_K_3_R",2171.9,1.55,4.608,4.608,"PHE",4.17785,3.92913863636418
"1413",61,46566,"22_K_3_R",1274.1,8.772,23.283,23.283,"ALA",22.85285,22.4895
"1414",62,46566,"22_K_3_R",1395.5,7.153,13.929,13.929,"VAL",13.49885,13.978528409091
"1415",63,46566,"22_K_3_R",1524.4,6.978,14.13,14.13,"NOR",13.69985,14.1021292613633
"1416",64,46566,"22_K_3_R",2063.9,7.367,23.627,23.627,"GLU",23.19685,23.1529829545462
"1417",65,46566,"22_K_3_R",2171.7,1.524,5.025,5.025,"PHE",4.59485,4.27288494318232
"1418",66,46570,"5AA",1275.9,12.514,-0.368,-0.368,"ALA",-0.79815,-1.17150000000002
"1419",67,46570,"5AA",1397.8,7.902,-0.479,-0.479,"VAL",-0.90915,-0.446885227272675
"1420",68,46570,"5AA",1534.3,15.96,14.8,14.8,"NOR",14.36985,14.8902372159089
"1421",69,46570,"5AA",2068.1,7.846,-1.764,-1.764,"GLU",-2.19415,-2.49404886363555
"1422",70,46570,"5AA",2184.5,7.591,-3.709,-3.709,"PHE",-4.13915,-4.75412982954516
"1423",71,46571,"86_W_3",1273.4,7.758,22.209,22.209,"ALA",21.77885,21.403
"1424",72,46571,"86_W_3",1395.1,5.463,14.642,14.642,"VAL",14.21185,14.6697613636364
"1425",73,46571,"86_W_3",1523.8,4.478,17.684,17.684,"NOR",17.25385,17.8037642045452
"1426",74,46571,"86_W_3",2064.5,7.008,22.361,22.361,"GLU",21.93085,21.5669431818189
"1427",75,46571,"86_W_3",2173.4,1.763,7.59,7.59,"PHE",7.15985,6.47161647727297
"1428",76,46572,"86_W_3",1272.2,7.799,22.232,22.232,"ALA",21.80185,21.4235
"1429",77,46572,"86_W_3",1394,6.131,16.902,16.902,"VAL",16.47185,16.9254079545455
"1430",78,46572,"86_W_3",1523,6.48,16.236,16.236,"NOR",15.80585,16.3852911931816
"1431",79,46572,"86_W_3",2063,6.977,22.794,22.794,"GLU",22.36385,21.9359352272733
"1432",80,46572,"86_W_3",2172.1,1.762,7.634,7.634,"PHE",7.20385,6.44236278409111
"1433",81,46573,"86_W_3",1272.6,7.852,22.552,22.552,"ALA",22.12185,21.741
"1434",82,46573,"86_W_3",1369.2,1.385,14.36,14.36,"VAL",13.92985,14.3790545454546
"1435",83,46573,"86_W_3",1523.4,4.39,18.373,18.373,"NOR",17.94285,18.5518181818179
"1436",84,46573,"86_W_3",2063.2,6.329,22.116,22.116,"GLU",21.68585,21.1939272727278
"1437",85,46573,"86_W_3",2172.6,1.622,7.644,7.644,"PHE",7.21385,6.37910909090924
"1438",86,46574,"5AA",1276.4,11.941,-0.568,-0.568,"ALA",-0.99815,-1.38150000000005
"1439",87,46574,"5AA",1398,7.764,-0.239,-0.239,"VAL",-0.66915,-0.224298863636346
"1440",88,46574,"5AA",1534.7,14.965,14.047,14.047,"NOR",13.61685,14.2553451704543
"1441",89,46574,"5AA",2068.5,7.695,-2.022,-2.022,"GLU",-2.45215,-3.00808068181778
"1442",90,46574,"5AA",2184.7,6.964,-3.736,-3.736,"PHE",-4.16615,-5.07414460227263
"1443",91,46575,"5AA",1276.2,10.792,-1.254,-1.254,"ALA",-1.68415,-2.07000000000005
"1444",92,46575,"5AA",1397.8,7.379,-1.13,-1.13,"VAL",-1.56015,-1.11965227272724
"1445",93,46575,"5AA",1534.5,14.306,14.171,14.171,"NOR",13.74085,14.4088721590908
"1446",94,46575,"5AA",2068.3,7.268,-2.255,-2.255,"GLU",-2.68515,-3.30508863636289
"1447",95,46575,"5AA",2184.5,6.602,-3.817,-3.817,"PHE",-4.24715,-5.2283982954545
"1448",1,46577,"5AA",1280.1,34.125,0.036,0.036,"ALA",-0.39415,-1.49582755681765
"1449",2,46577,"5AA",1401.1,22.379,-0.335,-0.335,"VAL",-0.76515,-0.810479545453724
"1450",3,46577,"5AA",1539.3,38.686,15.375,15.375,"NOR",14.94485,14.5562247159087
"1451",4,46577,"5AA",2076.4,20.672,-2.162,-2.162,"GLU",-2.59215,-2.56211363636216
"1452",5,46577,"5AA",2190.9,20.805,-3.867,-3.867,"PHE",-4.29715,-4.31286392045308
"1453",6,46578,"5AA",1279.7,32.286,-0.044,-0.044,"ALA",-0.47415,-1.60826534090857
"1454",7,46578,"5AA",1400.9,22.231,0.204,0.204,"VAL",-0.22615,-0.305677272726336
"1455",8,46578,"5AA",1538.9,39.584,15.354,15.354,"NOR",14.92385,14.5544482954542
"1456",9,46578,"5AA",2076,20.813,-2.482,-2.482,"GLU",-2.91215,-2.93168181818052
"1457",10,46578,"5AA",2190.5,19.947,-4.527,-4.527,"PHE",-4.95715,-5.06328352272604
"1458",11,46579,"5AA",1278.7,32.028,0.011,0.011,"ALA",-0.41915,-1.58570312499948
"1459",12,46579,"5AA",1399.7,21.822,0.048,0.048,"VAL",-0.38215,-0.495874999999176
"1460",13,46579,"5AA",1537.8,38.719,15.418,15.418,"NOR",14.98785,14.6376718749997
"1461",14,46579,"5AA",2074.7,20.913,-2.542,-2.542,"GLU",-2.97215,-3.04124999999888
"1462",15,46579,"5AA",2189.5,19.694,-4.598,-4.598,"PHE",-5.02815,-5.22470312499899
"1463",16,46580,"77_E_3",1274.1,16.929,22.477,22.477,"ALA",22.04685,20.8478590909096
"1464",17,46580,"77_E_3",1395.7,6.859,24.112,24.112,"VAL",23.68185,23.5339272727282
"1465",18,46580,"77_E_3",1525.1,7.817,13.047,13.047,"NOR",12.61685,12.2858954545451
"1466",19,46580,"77_E_3",2062,9.775,22.82,22.82,"GLU",22.38985,22.2711818181832
"1467",20,46580,"77_E_3",2172.6,3.352,2.073,2.073,"PHE",1.64285,1.35587727272896
"1468",21,46581,"77_E_3",1273.6,14.876,22.066,22.066,"ALA",21.63585,20.4044213068187
"1469",22,46581,"77_E_3",1395.1,6.979,22.929,22.929,"VAL",22.49885,22.3167295454554
"1470",23,46581,"77_E_3",1524.7,6.939,12.554,12.554,"NOR",12.12385,11.8121190340906
"1471",24,46581,"77_E_3",2060.7,8.792,22.834,22.834,"GLU",22.40385,22.2356136363649
"1472",25,46581,"77_E_3",2172.1,3.005,2.343,2.343,"PHE",1.91285,1.535457670456
"1473",26,46582,"77_E_3",1273,14.336,22.405,22.405,"ALA",21.97485,20.7109835227278
"1474",27,46582,"77_E_3",1394.7,6.158,23.222,23.222,"VAL",22.79185,22.5755318181825
"1475",28,46582,"77_E_3",1524.2,6.629,13.292,13.292,"NOR",12.86185,12.5693426136361
"1476",29,46582,"77_E_3",2059.9,8.491,23.193,23.193,"GLU",22.76285,22.5450454545465
"1477",30,46582,"77_E_3",2171.7,2.824,2.243,2.243,"PHE",1.81285,1.34503806818304
"1478",31,46583,"71_W_2",1268.4,5.686,21.826,21.826,"ALA",21.39585,20.0995457386369
"1479",32,46583,"71_W_2",1391.7,3.287,23.806,23.806,"VAL",23.37585,23.1253340909099
"1480",33,46583,"71_W_2",1521.1,3.705,14.136,14.136,"NOR",13.70585,13.4325661931814
"1481",34,46583,"71_W_2",2045.5,2.148,23.068,23.068,"GLU",22.63785,22.3704772727286
"1482",35,46583,"71_W_2",2169.6,2.134,8.015,8.015,"PHE",7.58485,7.02661846591008
"1483",36,46584,"71_W_2",1268.2,4.776,21.57,21.57,"ALA",21.13985,19.8111079545459
"1484",37,46584,"71_W_2",1391.7,2.725,23.791,23.791,"VAL",23.36085,23.0761363636371
